,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Gender
8422,Amazon,1185732,2021-10-14,South,Alabama,Birmingham,Women's Street Footwear,23.0,83,1909.0,801.78,0.42,Outlet,Women
8423,Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Women's Athletic Footwear,25.0,30,750.0,247.5,0.3299999999999999,Outlet,Women
8424,Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,36.0,94,3384.0,1252.08,0.37,Outlet,Women
8425,Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,44.0,62,2728.0,654.72,0.24,Outlet,Men
8426,Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,33.0,124,4092.0,2086.92,0.51,Outlet,Women
8427,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,35.0,171,5985.0,2034.9,0.3399999999999999,Outlet,Men
8428,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,44.0,124,5456.0,1691.36,0.31,Outlet,Men
8429,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,47.0,149,7003.0,2240.96,0.32,Outlet,Women
8430,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,42.0,114,4788.0,1675.8,0.35,Outlet,Women
8431,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,44.0,60,2640.0,686.4,0.26,Outlet,Men
8432,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,48.0,131,6288.0,2955.36,0.47,Outlet,Women
8433,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,47.0,171,8037.0,2893.32,0.36,Outlet,Men
8434,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,51.0,105,5355.0,1445.85,0.27,Outlet,Men
8435,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,49.0,132,6468.0,2199.12,0.3399999999999999,Outlet,Women
8436,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,41.0,90,3690.0,1291.5,0.35,Outlet,Women
8437,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,47.0,60,2820.0,620.4,0.22,Outlet,Men
8438,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,57.0,113,6441.0,3220.5,0.5,Outlet,Women
8439,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,44.0,201,8844.0,2918.5199999999995,0.3299999999999999,Outlet,Men
8440,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,46.0,132,6072.0,1700.16,0.28,Outlet,Men
8441,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,46.0,132,6072.0,2185.92,0.36,Outlet,Women
8442,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,39.0,107,4173.0,1418.82,0.3399999999999999,Outlet,Women
8443,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,42.0,68,2856.0,714.0,0.25,Outlet,Men
8444,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,48.0,173,8304.0,3902.88,0.47,Outlet,Women
8445,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,13600.0,4352.0,0.32,Outlet,Men
8446,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,53.0,224,11872.0,3442.88,0.29,Outlet,Men
8447,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,60.0,238,14280.0,4712.4,0.3299999999999999,Outlet,Women
8448,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,66.0,196,12936.0,4786.32,0.37,Outlet,Women
8449,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,71.0,153,10863.0,2389.86,0.22,Outlet,Men
8450,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,74.0,248,18352.0,8625.44,0.47,Outlet,Women
8451,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68.0,297,20196.0,7472.519999999999,0.37,Outlet,Men
8452,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,74.0,263,19462.0,5449.360000000001,0.28,Outlet,Men
8453,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,72.0,238,17136.0,5826.24,0.3399999999999999,Outlet,Women
8454,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,59.0,186,10974.0,3621.42,0.3299999999999999,Outlet,Women
8455,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,68.0,208,14144.0,3111.68,0.22,Outlet,Men
8456,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,75.0,195,14625.0,6873.75,0.47,Outlet,Women
8457,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,68.0,255,17340.0,6242.4,0.36,Outlet,Men
8458,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,16320.0,4406.400000000001,0.27,Outlet,Men
8459,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,62.0,231,14322.0,4726.259999999999,0.3299999999999999,Outlet,Women
8460,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,64.0,147,9408.0,3104.6399999999994,0.3299999999999999,Outlet,Women
8461,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,63.0,166,10458.0,2509.92,0.24,Outlet,Men
8462,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,60.0,96,5760.0,2822.4,0.49,Outlet,Women
8463,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,44.0,155,6820.0,2523.4,0.37,Outlet,Men
8464,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,150,6750.0,2092.5,0.31,Outlet,Men
8465,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,39.0,96,3744.0,1235.5199999999998,0.3299999999999999,Outlet,Women
8466,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,44.0,78,3432.0,1269.84,0.37,Outlet,Women
8467,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,54.0,94,5076.0,1167.48,0.23,Outlet,Men
8468,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,42.0,99,4158.0,2037.42,0.49,Outlet,Women
8469,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,39.0,140,5460.0,2020.2,0.37,Outlet,Men
8470,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,43.0,190,8170.0,2369.3,0.29,Outlet,Men
8471,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,43.0,128,5504.0,1871.36,0.3399999999999999,Outlet,Women
8472,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,40.0,120,4800.0,1680.0,0.35,Outlet,Women
8473,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,47.0,116,5452.0,1199.44,0.22,Outlet,Men
8474,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,53.0,140,7420.0,3858.4,0.52,Outlet,Women
8475,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,41.0,188,7708.0,2620.72,0.3399999999999999,Outlet,Men
8476,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,46.0,231,10626.0,3400.32,0.32,Outlet,Men
8477,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,44.0,173,7612.0,2816.44,0.37,Outlet,Women
8478,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,47.0,170,7990.0,2716.6,0.3399999999999999,Outlet,Women
8479,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,58.0,147,8526.0,2302.02,0.27,Outlet,Men
8480,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,66.0,198,13068.0,6534.0,0.5,Outlet,Women
8481,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,16240.0,5846.4,0.36,Outlet,Men
8482,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,55.0,256,14080.0,4364.8,0.31,Outlet,Men
8483,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,64.0,204,13056.0,4308.48,0.3299999999999999,Outlet,Women
8484,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,58.0,204,11832.0,4022.88,0.3399999999999999,Outlet,Women
8485,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,64.0,179,11456.0,2978.56,0.26,Outlet,Men
8486,West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,64.0,200,12800.0,6144.0,0.48,Outlet,Women
8487,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,8160.0,4161.6,0.51,Outlet,Men
8488,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,36.0,221,7956.0,3182.4,0.3999999999999999,Outlet,Men
8489,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,26.0,202,5252.0,1523.08,0.29,Outlet,Women
8490,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,30.0,170,5100.0,1887.0,0.37,Outlet,Women
8491,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,36.0,193,6948.0,2848.68,0.41,Outlet,Men
8492,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,35.0,221,7735.0,4254.25,0.55,Outlet,Women
8493,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,10368.0,4872.96,0.47,Outlet,Men
8494,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,31.0,165,5115.0,2097.15,0.41,Outlet,Men
8495,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,23.0,204,4692.0,1501.44,0.32,Outlet,Women
8496,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,28.0,64,1792.0,734.7199999999999,0.41,Outlet,Women
8497,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,29.0,39,1131.0,508.95,0.45,Outlet,Men
8498,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,30.0,107,3210.0,1155.6,0.36,Outlet,Women
8499,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,30.0,162,4860.0,1846.8,0.38,Outlet,Men
8500,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,98,3430.0,1406.3,0.41,Outlet,Men
8501,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,43.0,112,4816.0,1974.56,0.41,Outlet,Women
8502,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,38.0,78,2964.0,1155.9599999999998,0.3899999999999999,Outlet,Women
8503,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,43.0,33,1419.0,595.98,0.42,Outlet,Men
8504,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,35.0,102,3570.0,1285.2,0.36,Outlet,Women
8505,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,147,5586.0,2066.82,0.37,Outlet,Men
8506,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,44.0,85,3740.0,1533.4,0.41,Outlet,Men
8507,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,41.0,114,4674.0,1729.38,0.37,Outlet,Women
8508,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,32.0,68,2176.0,913.92,0.42,Outlet,Women
8509,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,40.0,40,1600.0,672.0000000000001,0.42,Outlet,Men
8510,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,47.0,90,4230.0,1522.8,0.36,Outlet,Women
8511,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,39.0,175,6825.0,2730.0,0.3999999999999999,Outlet,Men
8512,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,40.0,105,4200.0,1722.0,0.41,Outlet,Men
8513,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,37.0,109,4033.0,1492.21,0.37,Outlet,Women
8514,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,33.0,85,2805.0,1065.9,0.38,Outlet,Women
8515,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,34.0,54,1836.0,789.4800000000001,0.43,Outlet,Men
8516,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,44.0,168,7392.0,2587.2,0.35,Outlet,Women
8517,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,37.0,233,8621.0,3189.77,0.37,Outlet,Men
8518,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,45.0,221,9945.0,4077.45,0.41,Outlet,Men
8519,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,58.0,208,12064.0,4463.68,0.37,Outlet,Women
8520,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,61.0,184,11224.0,4601.84,0.41,Outlet,Women
8521,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,68.0,128,8704.0,4003.84,0.46,Outlet,Men
8522,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,82.0,231,18942.0,7008.54,0.37,Outlet,Women
8523,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,16320.0,6038.4,0.37,Outlet,Men
8524,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,224,13440.0,5107.2,0.38,Outlet,Men
8525,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,62.0,208,12896.0,4900.4800000000005,0.38,Outlet,Women
8526,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,65.0,187,12155.0,5105.099999999999,0.42,Outlet,Women
8527,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,72.0,210,15120.0,6501.6,0.43,Outlet,Men
8528,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,82.0,186,15252.0,5033.159999999999,0.3299999999999999,Outlet,Women
8529,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,18224.0,7289.599999999999,0.3999999999999999,Outlet,Men
8530,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,53.0,240,12720.0,5342.4,0.42,Outlet,Men
8531,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,53.0,215,11395.0,4216.15,0.37,Outlet,Women
8532,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.0,136,7072.0,2758.08,0.3899999999999999,Outlet,Women
8533,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,51.0,132,6732.0,3029.4,0.45,Outlet,Men
8534,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,55.0,80,4400.0,1495.9999999999998,0.3399999999999999,Outlet,Women
8535,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,149,5215.0,2190.3,0.42,Outlet,Men
8536,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,43.0,153,6579.0,2565.81,0.3899999999999999,Outlet,Men
8537,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,34.0,78,2652.0,1060.8,0.3999999999999999,Outlet,Women
8538,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.0,70,2590.0,1036.0,0.3999999999999999,Outlet,Women
8539,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,39.0,74,2886.0,1356.42,0.47,Outlet,Men
8540,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,33.0,83,2739.0,986.04,0.36,Outlet,Women
8541,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,28.0,119,3332.0,1332.8,0.3999999999999999,Outlet,Men
8542,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,39.0,173,6747.0,2563.86,0.38,Outlet,Men
8543,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,39.0,119,4641.0,1949.22,0.42,Outlet,Women
8544,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,31.0,101,3131.0,1158.47,0.37,Outlet,Women
8545,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,42.0,105,4410.0,2072.7000000000003,0.47,Outlet,Men
8546,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,40.0,109,4360.0,1395.2,0.32,Outlet,Women
8547,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,34.0,173,5882.0,2470.44,0.42,Outlet,Men
8548,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.0,221,7514.0,2780.18,0.37,Outlet,Men
8549,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,33.0,143,4719.0,1840.41,0.3899999999999999,Outlet,Women
8550,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.0,144,5184.0,2021.76,0.3899999999999999,Outlet,Women
8551,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,56.0,136,7616.0,3351.04,0.44,Outlet,Men
8552,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,60.0,176,10560.0,3484.8,0.3299999999999999,Outlet,Women
8553,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,49.0,248,12152.0,4860.799999999999,0.3999999999999999,Outlet,Men
8554,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,54.0,225,12150.0,4981.5,0.41,Outlet,Men
8555,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,53.0,165,8745.0,3497.9999999999995,0.3999999999999999,Outlet,Women
8556,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,51.0,176,8976.0,3500.6399999999994,0.3899999999999999,Outlet,Women
8557,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,59.0,157,9263.0,3890.460000000001,0.42,Outlet,Men
8558,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,65.0,190,12350.0,4322.5,0.35,Outlet,Women
8559,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,23.0,233,5359.0,2786.6800000000003,0.52,Outlet,Men
8560,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,28.0,187,5236.0,2460.92,0.47,Outlet,Men
8561,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,18.0,176,3168.0,1013.76,0.32,Outlet,Women
8562,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,21.0,136,2856.0,1199.52,0.42,Outlet,Women
8563,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,30.0,140,4200.0,1890.0,0.4499999999999999,Outlet,Men
8564,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,25.0,193,4825.0,2798.5000000000005,0.5800000000000001,Outlet,Women
8565,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,26.0,256,6656.0,3660.8,0.55,Outlet,Men
8566,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,27.0,153,4131.0,1858.95,0.4499999999999999,Outlet,Men
8567,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,17.0,170,2890.0,1040.4,0.36,Outlet,Women
8568,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,16.0,93,1488.0,624.96,0.42,Outlet,Women
8569,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Men's Apparel,28.0,120,3360.0,1411.2,0.42,Outlet,Men
8570,West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,18.0,149,2682.0,1475.1,0.55,Outlet,Women
8571,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,20.0,228,4560.0,1960.8,0.43,Outlet,Men
8572,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Athletic Footwear,22.0,105,2310.0,924.0,0.3999999999999999,Outlet,Men
8573,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,16.0,140,2240.0,873.5999999999999,0.3899999999999999,Outlet,Women
8574,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,75,1500.0,630.0000000000001,0.42,Outlet,Women
8575,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,28.0,90,2520.0,1008.0,0.3999999999999999,Outlet,Men
8576,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Apparel,21.0,140,2940.0,1675.8000000000002,0.5700000000000001,Outlet,Women
8577,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,20.0,194,3880.0,1784.8000000000002,0.46,Outlet,Men
8578,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,111,2220.0,821.4,0.37,Outlet,Men
8579,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,10.0,107,1070.0,438.7,0.41,Outlet,Women
8580,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,75,1050.0,472.5,0.45,Outlet,Women
8581,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,24.0,88,2112.0,823.68,0.3899999999999999,Outlet,Men
8582,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,20.0,136,2720.0,1414.4,0.52,Outlet,Women
8583,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,27.0,228,6156.0,2647.0800000000004,0.43,Outlet,Men
8584,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Athletic Footwear,22.0,128,2816.0,1182.72,0.42,Outlet,Men
8585,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Street Footwear,19.0,109,2071.0,786.98,0.38,Outlet,Women
8586,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,94,1786.0,767.9800000000001,0.43,Outlet,Women
8587,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,29.0,90,2610.0,1096.2,0.42,Outlet,Men
8588,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Apparel,32.0,128,4096.0,2334.7200000000003,0.5700000000000001,Outlet,Women
8589,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Street Footwear,21.0,208,4368.0,1878.24,0.43,Outlet,Men
8590,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Athletic Footwear,18.0,132,2376.0,950.4,0.3999999999999999,Outlet,Men
8591,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Street Footwear,13.0,128,1664.0,615.68,0.37,Outlet,Women
8592,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,13.0,132,1716.0,737.8800000000001,0.43,Outlet,Women
8593,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Apparel,24.0,132,3168.0,1172.16,0.37,Outlet,Men
8594,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Apparel,32.0,190,6080.0,3283.2000000000003,0.54,Outlet,Women
8595,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,28.0,248,6944.0,2985.9200000000005,0.43,Outlet,Men
8596,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,182,3640.0,1419.6,0.3899999999999999,Outlet,Men
8597,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,19.0,157,2983.0,1163.37,0.3899999999999999,Outlet,Women
8598,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,16.0,128,2048.0,962.56,0.47,Outlet,Women
8599,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,28.0,140,3920.0,1489.6,0.38,Outlet,Men
8600,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,32.0,204,6528.0,3590.4,0.55,Outlet,Women
8601,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,27.0,248,6696.0,3147.1200000000003,0.47,Outlet,Men
8602,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,28.0,179,5012.0,2105.04,0.42,Outlet,Men
8603,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,23.0,158,3634.0,1489.9399999999998,0.41,Outlet,Women
8604,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,124,1736.0,815.9200000000001,0.47,Outlet,Women
8605,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,23.0,109,2507.0,977.73,0.3899999999999999,Outlet,Men
8606,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,27.0,184,4968.0,2831.76,0.5700000000000001,Outlet,Women
8607,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,23.0,228,5244.0,2359.8,0.45,Outlet,Men
8608,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,19.0,158,3002.0,1140.76,0.38,Outlet,Men
8609,West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,7.0,105,735.0,308.7,0.42,Outlet,Women
